"bench","solver","instance","ert"
"rbv2_aknn","RS",458,296.919460596313
"rbv2_aknn","OP",458,296.919460596313
"rbv2_aknn","SM",469,1
"rbv2_aknn","OP",469,1.62260943476413
"rbv2_aknn","EA",469,1.62459271851537
"rbv2_aknn","RS",469,339.991500212495
"rbv2_aknn","SM",41157,1
"rbv2_aknn","OP",41157,2.16108579354072
"rbv2_aknn","EA",41157,2.35763820091143
"rbv2_aknn","RS",41157,475.530017832376
"rbv2_aknn","SM",11,1
"rbv2_aknn","OP",11,2.03912663755459
"rbv2_aknn","EA",11,2.09310043668122
"rbv2_aknn","RS",11,419.213973799127
"rbv2_aknn","SM",1461,1
"rbv2_aknn","OP",1461,1.56121343445287
"rbv2_aknn","EA",1461,1.56784940411701
"rbv2_aknn","RS",1461,325.027085590466
"rbv2_aknn","SM",1462,1
"rbv2_aknn","OP",1462,2.64189643577673
"rbv2_aknn","EA",1462,3.50033624747814
"rbv2_aknn","RS",1462,806.993947545393
"rbv2_aknn","SM",1464,1
"rbv2_aknn","OP",1464,1.92786823173041
"rbv2_aknn","EA",1464,2.23949261643317
"rbv2_aknn","RS",1464,454.373343430519
"rbv2_aknn","SM",15,1
"rbv2_aknn","EA",15,1.64914269519626
"rbv2_aknn","OP",15,1.69420433612016
"rbv2_aknn","RS",15,340.087856029474
"rbv2_aknn","SM",40975,1
"rbv2_aknn","OP",40975,1.87521485046408
"rbv2_aknn","EA",40975,2.04417325541423
"rbv2_aknn","RS",40975,412.512891027845
"rbv2_aknn","SM",41142,1
"rbv2_aknn","EA",41142,1.42496631140512
"rbv2_aknn","OP",41142,1.42851892686512
"rbv2_aknn","RS",41142,294.009555310548
"rbv2_aknn","SM",40701,1
"rbv2_aknn","EA",40701,2.23046566692976
"rbv2_aknn","OP",40701,2.28906866614049
"rbv2_aknn","RS",40701,473.559589581689
"rbv2_aknn","SM",40994,1
"rbv2_aknn","OP",40994,1.77284840884151
"rbv2_aknn","EA",40994,1.84778178397868
"rbv2_aknn","RS",40994,376.234519517166
"rbv2_aknn","SM",23,1
"rbv2_aknn","OP",23,1.14573234984194
"rbv2_aknn","EA",23,1.22233930453109
"rbv2_aknn","RS",23,252.897787144362
"rbv2_aknn","SM",1468,1
"rbv2_aknn","EA",1468,1.73745173745174
"rbv2_aknn","RS",1468,370.656370656371
